1 NAME|2 ROOM|3 IP|4 OS|5 OS version|6 CATEGORY|7 OWNER|8 AUTHORITY|9 BARCODE|10 DESCRIPTION|11 SPARE1|12 SERIAL NUMBER|13 HOSTID|14 HOST STATUS|15 INVENTORY STATUS|16 FIREWALL|17 TRUSTLEVEL|18 RACKINFO|19 POWER UP|20 SUPPORT TEAM|21 UUID|22 COMMENTS
webdocs-4|IST VM|129.128.21.34|Linux|RHEL Server 5.11|virtual|NA|VM||||||CLEAN|active||||5|SA1|b276b0c6-2c24-44c5-a456-95f9028355b5|RHN# 1018405571, webdocs data store
webdocs-dev|IST VM|129.128.21.203|Linux|CentOS 7.4|virtual|dept|tst|NA|VM||||CLEAN|active||||5|SA1|8f18885f-2451-4784-8548-5262198b344f|for webcode (webdocs) development by users
webdocs-u|webdocs-4|129.128.21.34|Linux|CentOS 7.4|alias||VM||||||CLEAN|active||||5||3d52fc73-19d9-4cd1-adfb-3c6c36a3f33a|legacy CNAME for accessing webdocs-4 on ugrad side
webdocs|IST VM|129.128.243.190|Linux|CentOS 7.4|virtual|NA|VM||||||CLEAN|active||M||5|SA1|4f39a605-bd73-42ce-bc6f-072cb97a1022|RHN# 1019100174
webdocs-test|czar|129.128.243.72|Linux|WPS Ubuntu 16.04|virtual|bmw|||||||CLEAN|active|OK|||5||0304691b-cd98-435a-b37a-723c55e847ae|SRIT new webdocs testing
webiou|ATH215|129.128.184.99|||unknown||smir||Dell R420||||NOP|active||||||99d63358-eaa1-4fa7-bdda-6931221c1221|
westlock|CSC363|129.128.25.77|Windows|95|regular||pierreb,wfb|401286|Description||serial-no||NOP|missing||||5||03601669-a520-4fb9-979a-e14e5b3b7e0a|On NAT, CSC363 is last known location
whitecourt|CSC315|129.128.25.85|MacOS|10.6.8|regular|charles|charles,rod|438799|iMac4,1 Intel Core Duo 2GHz-2048||QP619036V4Q|503210|CLEAN|active||||5|SA1|111ad243-264f-42b8-b677-63aa7481411d|For printing administration and monitoring
whitegull|CSC333|129.128.25.40|Windows|XP|regular||dept||IBM P4/1.8G-256||23N0279||CLEAN|active|OK|||5||49e98747-7d09-4934-a2d9-7cfa770f1d01|
wildhay|CSC353|129.128.25.35|Linux|Ubuntu 12.04|regular|zichen2|jag||AMD64/3800-2048||HB5103102B||CLEAN|retired||||5||37aa377f-771e-4e1f-b928-9591601b7a95|
willingdon|GSB175|129.128.21.244|Linux|WPS Ubuntu 16.04|regular||mmueller||Xeon E5420QC/2.5G-8192||SM38052||CLEAN|active|||F14|5|SRIT|a3dedf14-df70-4b8f-9c44-7b2fd3149fe4|same as for muriel
willmore||129.128.25.139||||||||||||retired||||5||9e3deaba-874f-434c-bf6c-ec3e03b3b457|
willow-lk||129.128.25.125||||||||||||retired||||5||db821883-58a1-42a3-930d-d1bba074d41f|
winagami|CSC139|129.128.29.228|Linux|openSUSE 13.1|regular|dept|tst|510234|Sun V40z||XG060362357||CLEAN|retired|||A|5||65ec635e-9ebf-42f5-adb0-ca51f92ae52f|was gwynne in a previous life
www-dev|launch-dev|129.128.22.148|Linux|Slackware 12.2.0|alias|dept|gordon||||||CLEAN|retired||||5||9c6e155f-2763-45c5-b5f4-d18b7ab0aacf|
yeoford|ATH413|129.128.4.25|Windows|7|regular|yang|yang|528947|Dell T7400 Dual Xeon E5405@2.6GHz-11GB||4DS0JF1||CLEAN|active|OK|||5||f7a531ef-e0d0-4d37-b9b8-1b1c37f2558c|
ypmaster|IST VM|129.128.21.8|Linux|Ubuntu 16.04|virtual|||NA|VM||||CLEAN|active||||5|SA1|dd73d571-1603-4ca0-ac63-a1d05399a415|research yp master
ypslave1|IST VM|129.128.21.9|Linux|Ubuntu 16.04|virtual|||NA|VM||||CLEAN|active||||5|SA1|58b2df10-7885-4d60-9f6e-65d1d82a9916|research yp slave
ypslave2|CSC231||Linux|Slackware 12.2.0|regular|dept|tst||Dell PE 650||||CLEAN|retired|||A|5|SA1|a2c8f853-7cda-4329-9459-eecf2c237d22|TST managed server
zappa|GSB175|129.128.243.9|Linux|Ubuntu 18.04 LTS|regular|yannis|yannis||HP ProLiant ML350 G10 877622-001||MXQ8470315||CLEAN|active|||F16|5|SRIT|91bba06b-66c1-47c3-8580-e9a87f9a527f|
zeus|CSC301|129.128.25.127|Linux|Ubuntu 12.04|regular|jag|jag|543354|Barrett WAM Robot Arm 7DOF, Geode Integrated Processor (500MHz, 32-bit), 1 GB RAM, 8 GB HDD||||NOP|active||||5||1582edb1-bd43-4f7a-a56a-1844351c2aea|Robotic Arm
zhang-ptr|ATH407|129.128.4.18|||printer|zhang|zhang|603723|HP LJ M402n||PHBHC06421||CLEAN|active||||5||854da464-ed31-4a2b-a970-a015828a6565|Printer
|ATH224|129.128.184.70|||printer|ath224|tst|360955|HP LJ 4000N||USEK031082||CLEAN|missing||||5||c8151192-213a-4da5-a710-44d30ec18deb|Was prn-ww1, the printer for WildWest network.
|ATH326||||printer|ath326|tst|438958|HP LJ8150dn||CNGKC67506||CLEAN|retired||||5||3d4f96e9-8e08-4b9d-83a7-121e9906548a|was habay
|ATH338?|129.128.4.91|MacOS|10.3|regular|bulitko|bulitko||PowerBook C2D||W871104SW0L||DIRTY|missing||||5||d34f6bb9-bf1c-44a9-8eea-3249f2b89323|Was priam.
|ATH339||MacOS|10.5.8|regular|bowling|bowling|539107|imac core2duo/2.8-2048||W88117EKZE4||NA|retired|OK|||5||a777a2db-91c1-4293-a044-4768d2ad66c7|spare, was wolf-crk
|ATH349||Linux|Ubuntu 14.04|regular|holte|holte|456687|AMD/XP3000-2048||s2s-58398||CLEAN|retired|OK|||5||5457d06b-c8d0-41ce-aa53-07fc90cf3c55|Stopped booting
|ATH354||Linux|Ubuntu 14.04|regular|you|you|509954|AMD Opteron/175 2.2GHz-3072||ACS05435||CLEAN|retired||||5||9768b7a5-d98d-4c3d-a5c8-0768d3ef7956|Was Lafond
|ATH403||Linux|Ubuntu 12.04|regular||mreza|512204|AMDAthlon64/3800-2048||ACS05773||CLEAN|retired||||5||e2a6cd28-3263-4a92-89e3-a98c07375b5b|machine formerly known as worsley
|ATH430|129.128.25.235|Linux|Ubuntu 14.04|regular||mn|no-tag|Opti/E8400-4096||2NTPWH1||CLEAN|retired||||5||db68ab50-13c0-4b0c-9855-58cacd4a18fe|Was drumheller
|BioSciM330||Windows|10|regular||dwishart||Dell Vostro 460 i5-2400@3.1GHz-8192||1L1GDP1||NOP|missing||||5||ed22be6c-2177-48b9-9c2c-8a02280c8d75|Was kelsey.
|CSC205|129.128.23.107|Linux|Ubuntu 14.04|regular||hasell,zaiane|543291|Q9400/2.66-8192||4FS5WK1||NA|retired||||5||03714453-0e5b-4baa-86bf-9d130b095bcf|was ardrossan
|CSC205|129.128.23.149|Linux|Ubuntu 14.04|regular||zaiane||Dell Vostro 430 i7 860@2.66GHz-8192||9CQPPL1||NA|spare||||5||84502444-065c-4d1b-964f-b5e629e2eacb| Was Fitzgerald. Sitting in CSC205 (AMII Lab)
|CSC205||Linux|Ubuntu|regular||hasell,zaiane|549826|Dell Vos V470-8GB||FMVMVV1||NOP|spare||||5||6ae48852-8951-4222-bc4b-a7fc2b1c70af|Was aicml1
|CSC211||||regular||nolan||AMD-MP2400-1024||0PS?????||NOP|missing||||5||2e7f9ee9-4dac-414d-b6d4-c346fc866da3|was kitscoty 129.128.184.22
|CSC211||Windows|8 (64-bit)|regular||bulitko|513622|Dell XPS600/p4/3.4-2048||FYKXW81||CLEAN|missing|OK|||5||747f6606-34ae-4b46-b8ed-a4d2487552b6|being surplussed; old boyne?
|CSC211||Linux|Ubuntu 14.04|regular|holte|hasell,zaiane|no-tag|Optiplex 990, Core i5 2500 @ 3.3 GHz, 16 GB RAM, 500 GB HDD||J3C2HS1||CLEAN|spare||||5||3e9eea47-511d-4181-b330-619ed2848893|Was galileo
|CSC211||MacOS| MocOS 10.5|regular|||513620|PowerMac G5||G84456VPQPR||CLEAN|spare|OK|||5||164169d2-e4ae-4172-9914-933ddd783b77|was reita-lake 129.128.159.244
|CSC225|129.128.23.18|Linux|Ubuntu 10.04 LTS|regular||lin,anup|438243|Dell P4/1.6G-1024||DTRQB11||NOP|retired|OK|||5||2785abdc-57d3-492d-a276-3b5db0e01c59|Was vermillion
|CSC225||Windows|XP Pro 5.1.2600|regular||lin,anup|no-tag|AM2 Athlon64/3800-1024||ACS05985||CLEAN|retired|OK|||5||1d88b188-0a84-45af-8535-e1eda3d586aa|Was peoria
|CSC225|129.128.23.81|Windows|XP Pro 5.1.2600|regular||lin,anup|510085|AM2 Athlon64/3800-1024||ACS05984||CLEAN|retired|OK|||5||23f4dd61-2370-4aab-b1cf-5a5c52f5fc61|Was meander
|CSC225||dual-boot|Linux,XP Pro 5.1.2600|regular||lin,anup|510061|Opteron/DC165-2048||ACS05735||CLEAN|surplus|OK|||5||1a6f6925-43f6-4a68-b92e-dc7426312f18|Currently has WinXP installed. Half disk left free for Linux. Was barich.
|CSC225|129.128.23.242|Windows|XP Pro 5.1.2600|regular||lin,anup|503218|P4/630-2048||ACS05693||CLEAN|retired|OK|||5||e8d1d09f-b239-4dc5-ba2b-2ebc9ae1eed3|Was berrymoor
|CSC225||Linux|Ubuntu 12.04|regular||Anup|512177|AMD64/3700-3072||ACS05692||CLEAN|retired|OK|||5||ae93a5be-9b99-41fa-ae9c-9ea35f79d128|Was ipiatik
|CSC231||Linux|RHEL Server 5.11|regular|dept|tst||Dell PE 860 E2160/1.8GHz-1024||1Q58ZD1||CLEAN|retired|||A|5|SA1|f0522472-bb7a-4fe1-a9e9-f320356fe795|formerly vpn, RHN# 1018106752
|CSC231||MacOS|10.6.5 Server|regular|dept|tst||MacMini 4,1 C2D@2.66 8GB||C07CV1TDDD6K||CLEAN|retired||T|A|5|SA1|9f8b748c-fc4f-4277-aa78-41ad1a8f4a44|formerly serv-admin-test, TST managed server, Admin zone server testing
|CSC231||MacOS|10.6.5 Server|regular|dept|tst||MacMini 4,1 C2D@2.66 8GB||C07CV1TDDD6K||CLEAN|spare||T|A|5|SA1|70237966-bace-4998-be14-1957906c34fc|formerly serv-admin, TST managed server, Admin zone server
|CSC231||MacOS|10.6.5 Server|regular|dept|tst||Mac X-server||||CLEAN|spare||T||5|SA1|59dbbeea-ce36-4abe-98cd-68030e4e2716|formerly grouard, TST managed server, samba server
|CSC231||MacOS|10.6.8 Server|regular|dept|tst||Mac tower||||CLEAN|spare||T||5|SA1|9c50213c-61d4-4300-8499-067e854db789|formerly ma-me-o, Terry McGuire (SA1) is keeping as a spare for serv-admin
|CSC251||Linux|Scientific 4.4 (Beryllium)|regular||amaral,duane,paullu,jonathan|455598|AMD-XP/2400-1024||PS130492||NA|retired||||5||b79f500e-d3b2-4d92-937c-070b2271a803|surplus, was padstow
|CSC251||Windows|2000 Pro 5.0.2195|regular||amaral,duane,paullu,jonathan|513781|AMD64/3500-2048||ACS05304||NA|retired|OK|||5||8389e8a8-db39-42b5-8b80-454178fecf3c|surplus, was lisburn
|CSC251||Windows|XP Pro 5.1.2600|regular||amaral,duane,paullu,jonathan|455599|AMD-XP/2400-1536||PS130493||NA|retired|OK|||5||4ac7de5b-e020-448d-9c43-4d6cad5ab118|surplus, was sunset
|CSC251||Windows|XP Pro 5.1.2600|regular||amaral,duane,paullu,jonathan|513780|AMD64/3500-2048||ACS05303||NA|retired|OK|||5||23bc2197-6cdd-418f-b431-d92a76e79d7e|surplus, was mewatha
|CSC251||Windows|XP Pro|regular||amaral,duane,paullu,jonathan|513783|AMD64/3500-2048||ACS05305||NA|retired|OK|||5||e3a94142-2bf2-4c26-af0b-a3a35e6a84c8|surplus, was sunnybrook
|CSC251||Windows|XP|regular||amaral,duane,paullu,jonathan|513782|AMD64/3500-1024||ACS05315||NA|retired|OK|||5||c0437e3c-9e38-44a3-8db2-5d34f8742a8a|surplus, was calais
|CSC265|129.128.25.75|Windows|XP Pro 5.1.2600|regular||yang|509937|AMD/2214-4096||C600071||CLEAN|missing|OK|||5||d5808c63-b26b-4edc-b82b-f87ef3a4b9e7|Was glendon. Probably surplussed.
|CSC315A||||||||Opteron/280-8164||ACS05475|||retired||||5||501149b0-04d1-4123-a4a4-0bbd8b109def|was netook 00:e0:81:34:02:9c
|CSC315A||||||||Core2/5150-8192||G13KMC1||NA|retired||||5||c53a088e-d9cc-422b-9438-ad00ed99c09b|Surplus, was botha14
|CSC315A|||||||451473|HP-AMD/XP2200-1024||6Y31KWMZP001||NA|retired||||5||c5ebfbf4-036c-4f63-a5df-28153f53793d|Surplus, was fort-kent
|CSC315A|||||||482450|Dell OptiPlex GX270 P4/2.4-512||4XSLT41||NA|retired||||5||a07ee053-1d7c-4d01-bc0f-ac6544b99cf7|Surplus, was alice-lk
|CSC315A|||||||427822|Core2 E6850/3GHz-4096||ACS06524||NA|retired||||5||09e04c06-7ff2-49b1-b5e7-44bfced24b11|Parts, was woking, CS251, hardware failure, motherboard or CPU.
|CSC315A|||||||no-tag|AMD64/4000-2048||ACS05237||NA|retired||||5||447aea93-1c39-4de6-9b38-5e88f50150b1|Surplus, was carrot-crk
|CSC315A|||||||512173|AMD64/4000-1024||ACS05477||NA|retired||||5||afc47ee9-0d37-4cbb-bcbc-1e2a48989439|Removed from service, was stonyplain, hardware failure, motherboard or CPU.
|CSC315A||Linux|Ubuntu 12.04|regular||||Dual AMD64/4400DC-3072||||NA|retired||||5||b2871388-6eeb-4788-ba4d-efc0cec233d5|Was adelade
|CSC315A||||||||AMD/XP3400-2048||ACS05081||NA|retired||||5||a2b20c34-00b8-48b6-b612-b44f2f59aa37|Spare, was edgerton, Surplus, case reused for sheerness
|CSC315A||||||||Opteron/DP244-2048||ACS04434||NA|retired||||5||b64d2194-acd5-42cb-bc73-82bb95bb1d49|Surplus, was fitzgerald
|CSC315A|||||||469226|IBM P4H/2.8-1024||KPB1727||NA|retired||||5||6af7bbac-5f7a-4999-b7b6-3956a8a3b5d5|Surplus, was carvel
|CSC315A|||||||482502|Dell P4/2.4-512||7XSLT41||NA|retired||||5||b3ba0070-902b-4acf-8b85-a183128f2936|Surplus, was saulteaux
|CSC315A||||||||Compaq P4/1.4-512||6Y26JYFZL054||NA|retired||||5||fec3dd92-dbdd-4f8e-9090-1382ee174016|Surplus, was thickwood
|CSC315A||||regular||yang||||||NA|retired||||5||47ba06b2-dec8-48b5-a7de-b48acafbf8d6|was goose-lk
|CSC315A||||regular||jag|473438|AMD/MP2600-2048||ACS04684||NA|retired||||5||69aaf75c-e6ad-4f37-be34-f6af2d7cc513|Surpus, was rodef
|CSC315A||Windows|XP Pro 5.1.2600|regular||wfb|450862|AMD/2100-1024||PS130471||NA|retired||||5||5a3b651c-4653-49f6-ba13-e3e0cc7da74f|Surplus, was calahoo
|CSC315A||Windows|XP Pro 5.1.2600|regular||yang|509938|AMD/2214-4096||C600082|||retired||||5||41138a74-0116-4af4-b3f4-eb145d9e746d|was gordondale
|CSC315A|||||||438963|AMD/MP1800-3072||ACS03321||NA|retired||||5||c4bc1fe9-f0f6-4736-9b02-492cfb6a26c0|Surplus, was chard
|CSC315A|||||||438786|ACS-AMD/1.4GD-512||ACS03354||NA|retired||||5||085043cf-8677-48e0-a349-ef1c8ed3ed9f|Surplus, was nevis
|CSC315A|||||||439305|AMD/1800-1024||ACS03336||NA|retired||||5||e89539ec-f033-4772-a3aa-a9150f3affdc|Sent to surplus, was nacmine
|CSC315A|||||||439302|AMD/XP1800-1280||ACS03335|||retired||||5||b541802a-6368-420a-b094-b070aa3639b7|Sent to surplus, was noseeum
|CSC315A||||regular||jag||ShuttleXPC P4/3.2-1024||T672K00408D04253||NA|retired||||5||3da02dd7-824e-44a5-961d-aa9cb4a77978|Surplus, was rochfort
|CSC315A||Linux|Slackware 12.2.0|regular|dept|tst||HP dc7900||CAC91501T1||NA|retired||||5||a0e4bd38-a7e7-4959-ab14-b08977e4c488|Spare, was waskatenau
|CSC315A||Linux|Slackware 12.2.0|regular||tst||||FW3128218|809e973e||retired||||5||0b02456b-9361-40c8-b70c-980b561d9c6b|Spare, was temp41-5
|CSC315A|||||||469208|AMD/MP2800-2048||ACS04721||NA|retired||||5||aa7e9c9d-7933-4570-b719-8337cbb1e5df|Surplus, was mcleod, hardware failure motherboard
|CSC315A|||||||461641|AMD/XP3200-2048||ACS04497||NA|retired||||5||05da27b0-210d-4b93-b16d-4bcd481d37c0|Surplus, was aicml-med
|CSC315A||Linux|Scientific 5.0 (Boron)|regular||nolan,kondrak|467893|HP P6/2.8GHz-512||USC32807XF||NA|retired||||5||6204c137-84b5-4c77-9998-0f3a78d3773b|surplussed - was calmar
|CSC315A||MacOS|10.5|regular|||516843|iMac24 Core2/2.4-2048||W87480ENX8A||CLEAN|surplus|OK|||5||98f45905-6ac1-405f-b97a-766d87353d7a|Was therien. Bad HDD.
|CSC315A||Windows|7|regular||macg|528931|Core 2 Duo E6850@3.00GHz-3072||ACS06599||NA|retired|OK|||5||e59341e1-1900-4b6e-bd77-48f42c0c60e7|was ironwood
|CSC315A||||printer|||401809|HP LJ4000N||USEF195651||NA|retired||||5||e0d0b970-0ca0-4266-a4f0-20b92b80a252|Surplus, was blackfalds and cs363ptr
|CSC315A||||regular|Electronics Shop||489247|P4/3.4GHz-1024 DELL OPTIPLEX GX620||7T9RG81||NA|spare||||5||7724ca43-51a1-4563-abb8-efed815c1553|was evb23e
|CSC315A||||regular|Electronics Shop||489338|P4/3.4GHz-1024 DELL OPTIPLEX GX620||7V9RG81||NA|spare||||5||6545b443-afd5-4ced-a2a4-c0a94ff63b26|
|CSC315A||||regular|Electronics Shop||489404|P4/3.4GHz-1024 DELL OPTIPLEX GX620||5V9RG81||NA|spare||||5||cdc7527b-f086-4a64-8625-f16d1bde835e|was evb23m
|CSC315A||||regular|Electronics Shop||489468|P4/3.4GHz-1024 DELL OPTIPLEX GX620||8W9RG81||NA|spare||||5||688c0e7a-d487-46c6-abb9-ba6e5a40d234|
|CSC315A||||regular||macg|439303|AMD/1800-256||PS110090|||retired||||5||e897a265-8844-49d0-a37b-72fd842b6310|Sent to surplus, was norbuck
|CSC315A||||||zaiane||AMD/MP2800-2048||ACS04765||NA|retired||||5||d1b9805a-86fd-4c43-ab21-efda2461f62e|Was franchere Surplus? #106047
|CSC315A|||||||457539|AMD/Sempron/2800-1536||ACS04225|||retired||||5||82279e0c-272b-4e6a-b772-f88ef95994fb|Surplus, was worsley
|CSC315A|||||||469358|P4/2.26G-1024||ACS03670||NA|retired||||5||9546c171-ad6a-4814-a2d7-7b892c37ce91|Surplus, was lafond
|CSC315A|||||||469360|AMD/XP3200-2048||ACS04495||NA|retired||||5||d37482af-ec55-40bc-b08b-44621fec3b61|Surplus, was akinsdale
|CSC315A|||||||497683|AMD64/4400DC-2048||ACS05643||NA|retired||||5||807b4283-1b44-49d1-86d7-fd7c751a7629|Surplus, was alcomdale
|CSC315A|||||||510083|AMD AM@ X2/4600-2048||ACS06177|||surplus||||5||5b93e3f1-b01c-4e26-9548-16feb004c76e|Was kirriemuir
|CSC315A|||||||512140|Dell Optiplex 745 Intel Core 2 Duo 6600@2.4GHz-3072||5J6TPC1|||spare||||5||0be7b56c-404e-4a46-a2be-836fb26850ea|MAC 00:19:b9:29:c4:0f IST Computer Lab Spare, was cynthia
|CSC315A|||||||537347|Athlon64/AM2/4600-2048||ACS05894|||surplus||||5||23ed1dac-c6f8-4f6e-81a0-e5602020dc5f|Was looma
|CSC315||MacOS|10.10.3|regular|||524173|iMac Core2Duo-2048||W87350Y3ZCT||CLEAN|spare|OK|||5||15a11c22-d43f-4e67-958f-7e7cc395ec80|Was linden.
|CSC315||Linux|Ubuntu 14.04|regular|dept|dept|513770|Core 2 Duo 6420 @ 1.6 GHz, 2 GB RAM, 160 GB HDD||160041||CLEAN|spare|OK|||5||35e5f4ca-2d75-4afe-9519-eaf9e4e860cf|Was hyacinth.
|CSC315||Windows|XP Pro 5.1.2600|regular|xinhua2|hasell,zaiane|497682|AMD64/4400DC-2048||ACS05642||CLEAN|spare||||5||8b35bcea-4648-4a06-9569-7895d63bc3c2|Was beauvallon.
|CSC315||||regular||yuan,mn|537354|Opti/E8400-4096||65J2KH1||CLEAN|retired||||5||6bf04b9f-d825-4ab6-9392-a11da90c6235|Was dalehurst
|CSC315||Linux|Ubuntu 14.04|regular||stroulia,hzhang3|513796|Core2/E6300/1.8-5120||LKCWDB0||NOP|retired||||5||821e8067-e5d5-4ef7-b616-f66ed08dba06|motherboard failed; was myria
|CSC315||MacOS|10.5.8|regular|teri|mmueller|482526|Mac G5/2.5GD-2560||G84528XFQPM||NA|retired||||5||9e58a9bd-4fb6-4f79-9a37-face65b20b79|surplus, was mikkwa-rv (from the AI lab)
|CSC315||MacOS|10.8|regular||bmw||iMac core2duo/2.4-2048||Serial-no||CLEAN|retired||||5||f86829f6-9a8a-4b29-812d-4ae661692d03|Was maybelle. Bad hardware; unstable.
|CSC315||MacOS|10.10|regular|dept|dept||Mac Core2 duo/2.66-4096||qp9040mzze3||CLEAN|spare||||5||0baf30bb-b702-40e6-b389-f60a15f713a5|Was manola.
|CSC315||MacOS||regular|||497658|Mac Mini, G4 @ 1.25 GHz, 1 GB RAM, 40 GB HDD|||||retired||||||4aa1ba66-e646-4b1d-bcaf-c57974ee647d|Was evb23c.
|CSC315||MacOS||regular|||510358|"iMac 24"", 2.16 GHz, 1 GB RAM, 250 GB HDD"||W870701LVGN|||spare||||||8edc8518-de39-47f8-8773-b08c56e77591|
|CSC315||MacOS||regular|||no-tag|"iMac 20"", 2.66 GHz, 2 GB RAM, 320 GB HDD"||YM8345ZCZE3|||spare||||||27dda12c-b800-49dd-a2c3-0ec79ba86e71|Was wabamun.
|CSC315||Windows|8.1 Enterprise|regular|yang|yang|528948|Dimension 9200, Core 2 Quad Q6600 2.4 GHz, 4 GB RAM, 500 GB HDD||82JBZD1||CLEAN|retired|OK|||5||6c8993a4-188a-4d65-8c99-b187ce75a98b|Was galahad.
|CSC329|129.128.25.211|Linux|Ubuntu 12.04|regular||yuan|510034|Dell PE 2950 Xeon/5050x2-4096||19CQWB1||CLEAN|retired|||E|5|SA1|d5fba7ec-4caf-4a34-84f0-a2bd32f374e9|Was dapp5. Decommissioned but not yet powered off (as of Dec 2016), see TASK0138977.
|CSC329||Linux|RHEL Server 5.11|regular||denilson||Dell PE 1950 Xeon/5148@2.33GHz-4096||D6DJJD1|||retired|||C|5|SA1|d3ab1d3c-bb16-42cd-a908-8469bc873c37|Formerly dechaine. RHN# 1018217572. Decommissioned but not yet powered off. See CHG0016573.
|CSC329||Linux|RHEL WS 3 (Taroon Update 2)|regular||paullu,duane|474741|Sun V20z Opteron/DP248-2048||XG043057935||NA|missing|||E|5||d2ab40b5-6ae6-48b7-8a27-cc6300ef354d|Powered off; Steve will move and cluster; was botha2
|CSC329||Linux|RHEL WS 3 (Taroon Update 3)|regular||paullu,duane|474742|Sun V20z Opteron/DP248-2048||XG043057955||NA|missing|||E|5||f279f956-f481-4ccd-9e71-e1bf48f3867f|Powered off; Steve will move and cluster; was botha3
|CSC329||Linux|RHEL WS 3 (Taroon Update 3)|regular||paullu,duane|474743|Sun V20z Opteron/DP248-2048||XG043057927||NA|missing|||E|5||7cbc5225-82ab-43fc-9340-a0bd4243a960|Powered off; Steve will move and cluster; was botha4
|CSC329||Linux|Ubuntu 12.04|regular||denilson||SunFire X4200M2/2.8G-8192||0726BD13AB|||retired|||C|5|SA1|b4018199-afe6-477c-acf9-fc8a517b6ee6|Formerly delaney. Decommissioned but not yet powered off. See CHG0016573.
|CSC329||Linux|Ubuntu 12.04|regular||kondrak||Xeon*2/3.4-2048||ACS04896||CLEAN|retired|||B|5|SA1|72c86c7c-d603-40a4-bca9-d890591b8566|formerly zama-lk, ssh for NLP group only
|CSC353|129.128.25.55|Windows|XP Pro 5.1.2600|regular|zichen2|jag|448709|AMD/2000-512||ACS03834||CLEAN|retired||||5||31832616-984a-48bc-8f4b-86b3197c2843|Was byemoor
|serv-admin-test||MacOS|10.6.5 Server|virtual|dept|tst||||||CLEAN|retired|||||SA1|a21a6664-66df-4de2-8d3b-3f07833bb5d0|formerly az-client-test, TST managed server, Admin zone client testing
|||Windows|XP Pro 5.1.2600|regular||amaral,duane,paullu,jonathan|no-tag|Core2 E6850/3GHz-4096||ACS06598||CLEAN|surplus|OK|||5||2c2acd64-c955-42de-a094-5051ab71aeb3|Surplussed, was lymburn.
||129.128.23.65|Windows|XP|regular||kenw|453774|IBM P4/2.4-1024||78B1773|A898|CLEAN|surplus|OK|||5||0222e3f4-94d4-48fe-8e82-b36be75b9079|Surplussed, was simonette.
||129.128.23.90|Windows|XP Pro 5.1.2600|regular|shibani|stroulia,hoover|469218|IBM P4H/2.8-2560||KPB1723||CLEAN|surplus|OK|||5||5c510d21-8c8e-40a3-96f9-6f9fef3fef94|Surplussed, was crossfield.
||129.128.23.96|Windows|XP Pro 5.1.2600|regular||stroulia,hoover|456684|IBM P4/2.5-1024||KCL3BVH||CLEAN|missing|OK|||5||25406fe1-db47-432d-9986-37316a7ee2f2|Was steen-riv. Probably surplussed.
||129.128.23.98|Windows|XP|regular|cenkner|bulitko|513621|AMD64/4400DC-2048||ACS05467||CLEAN|surplus|OK|||5||b2c63f9f-e0da-4e88-943f-90ea21befcf0|Surplussed, was compeer.
||129.128.23.205|Windows|XP Pro 5.1.2600|regular||lin,anup||P4/630-2048||ACS05736||CLEAN|surplus|OK|||5||b0d5a530-cd07-4aea-812a-36fe338e950e|Surplussed, was bretona.
|||Windows||regular||wfb,pierreb|528109|XPS-420,Q6600-3072||J91LCG1||NOP|surplus||||5||809b3def-2ff7-45a7-9d10-5603b79cdd55|Surplussed, was gunn.
||129.128.25.74|Windows||regular||wfb|543233|XPS Q6600/2.4-3072||BCQSZF1||NOP|surplus||||5|WPS|2f30e0b9-a5d0-4734-8a49-8b23fae4aa62|Surplussed, was genesee.
||129.128.25.143|Linux|Ubuntu 12.04|regular||macg|483837|AMD64/4000-2048||ACS05157||CLEAN|surplus||||5||8fc39f4b-780b-4bbf-b874-6c127058a4db|Surplussed, was naughton
||129.128.25.144|Linux|Ubuntu 12.04|regular||netgroup|482838|AMD64/4000-2048||ACS05156||CLEAN|surplus||||5||09b497bb-4fab-4bf1-a2c7-65f40ace075c|Surplussed, was nestow
||129.128.25.145|Linux|Ubuntu 12.04|regular||netgroup|482510|AMD64/FX55-2048||ACS04977||CLEAN|surplus||||5||06f4b5a7-73fc-4ee3-9a53-59250abee397|Surplussed, was nisku
||129.128.25.147|Linux|Ubuntu 12.04|regular||netgroup|489481|AMD64/4000-2048||ACS05373||CLEAN|surplus||||5||d48408ee-071d-440f-a3c0-405b9cf996f4|Surplussed, was nampa
||129.128.25.150|Linux|Ubuntu 12.04|regular||netgroup|497719|AMD64/4000-2048||ACS05436||CLEAN|surplus|OK|||5||18163ef1-d2e8-413f-9f41-7235fbec15ec|Surplussed, was neerlandia
||129.128.25.151|Windows|XP Pro 5.1.2600|regular||netgroup|497714|AMD64/4000-2048||ACS05437||CLEAN|surplus|OK|||5||99ce9f5a-9a57-4ed5-8029-01bfd7df29d1|Surplussed, was narraway
||129.128.29.239|Linux|Ubuntu 14.04|regular||dept||MacPro/2.8G-4096||G881007CXYK||CLEAN|surplus|OK|||5||d706b0c0-f0ed-4d7a-b687-06afd2a15112|Surplussed, was lougheed
|||Windows|XP Pro 5.1.2600|regular||zaiane|453786|AMD/XP2200-1024||ACS04068||DIRTY|missing||||5||86139d65-26bb-4b85-b449-6bd53aef7a66|formerly acadia-vly, last seen in ATH329?
|||||regular||hayward|482518|AMD64/3700-2048||ACS04986||CLEAN|surplus||||5||8cc77dcc-e415-4ce8-89bc-94efeac64b46|Was adair-crk. Suspected hardware problems, see INC0066183.
